vf_id,capability,frontend_surface_ids,backend_modules,canonical_state_source,event_source,authority_source,status
VF-MOB-005,Context attachment,FE-001/FE-010,gateway/notification,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-MOB-006,Signed/declarative deep-link router,FE-001/FE-010,gateway/notification,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-MOB-007,Mobile Bootstrap,FE-001/FE-010,gateway/notification,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-MOB-008,Mobile runtime,FE-001/FE-010,gateway/notification,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-MOB-009,Artifact download/share,FE-001/FE-010,gateway/notification,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-MOB-010,Live Execution Status,FE-001/FE-010,gateway/notification,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-MOB-011,RN Runtime Bootstrap,FE-001/FE-010,gateway/notification,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-MOB-012,Signed update channel,FE-001/FE-010,gateway/notification,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-MOB-013,Keyboard capability adapter,FE-001/FE-010,gateway/notification,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-MOB-014,Hardware Keyboard State,FE-001/FE-010,gateway/notification,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-MOB-015,Background Notification Worker,FE-001/FE-010,gateway/notification,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-MOB-016,Device posture signal,FE-001/FE-010,gateway/notification,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-MOB-017,Screen Geometry State,FE-001/FE-010,gateway/notification,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-MOB-018,Secure device credential store,FE-001/FE-010,gateway/notification,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-MOB-019,Keyboard state bridge event,FE-001/FE-010,gateway/notification,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-MOB-020,Review prompt,FE-001/FE-010,gateway/notification,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-MOB-021,Safe Interaction Insets,FE-001/FE-010,gateway/notification,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-MOB-022,Privacy-safe Attribution Gate,FE-001/FE-010,gateway/notification,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-MOB-023,Voice context input,FE-001/FE-010,gateway/notification,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-BRG-001,ACK/result contract,FE-004,gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-BRG-002,Bridge telemetry,FE-004,gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-BRG-003,Strict envelope/schema validation,FE-004,gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-BRG-004,Bridge Trace Context,FE-004,gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-BRG-005,Web Surface Health State,FE-004,gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-BRG-006,Low-latency Device State Dispatch,FE-004,gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-BRG-007,EditorState projection,FE-004,gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-BRG-008,ConnectionRefresh action,FE-004,gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-BRG-009,Direction-bound envelope,FE-004,gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-BRG-010,message_id + correlation_id,FE-004,gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-BRG-011,Bridge Version Negotiation,FE-004,gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-BRG-012,DeviceLayoutState,FE-004,gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-BRG-013,Privileged Native Action Request,FE-004,gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-BRG-014,OAuth Broker UI handoff,FE-004,gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-BRG-015,Origin + account/project/workspace binding,FE-004,gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-BRG-016,EntitlementUpsellRequest,FE-004,gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-BRG-017,Permission Broker,FE-004,gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-BRG-018,Nonce/sequence/idempotency policy,FE-004,gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-BRG-019,TerminalCommand,FE-004,gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-BRG-020,EditorAction command,FE-004,gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-BRG-021,VibeFlow Workspace Bridge Protocol,FE-004,gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-BRG-022,WorkspaceAction command,FE-004,gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-BRG-023,Capability Invocation Envelope,FE-004,gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-BRG-024,WorkspaceState projection,FE-004,gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-IAM-001,Deletion Orchestrator,FE-012,identity/policy,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-IAM-002,App Auth Provider Binding,FE-012,identity/policy,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-IAM-003,App Identity Adapter,FE-012,identity/policy,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-IAM-004,Audit Event Ledger,FE-012,identity/policy,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-IAM-005,VibeFlow Session,FE-012,identity/policy,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-IAM-006,VibeFlow Account Identity,FE-012,identity/policy,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-IAM-007,Federated Login,FE-012,identity/policy,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-IAM-008,MFA / verification,FE-012,identity/policy,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-IAM-009,OAuth Callback Broker,FE-012,identity/policy,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-IAM-010,Project ownership,FE-012,identity/policy,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-IAM-011,Resource policy,FE-012,identity/policy,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-IAM-012,Role/Group binding,FE-012,identity/policy,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-IAM-013,Enterprise SSO,FE-012,identity/policy,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-IAM-014,Enterprise Provisioning,FE-012,identity/policy,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-IAM-015,Org Role/Seat Policy,FE-012,identity/policy,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-IAM-016,Organization + Membership,FE-012,identity/policy,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-PRJ-001,Artifact Registry,FE-001/FE-002,project,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-PRJ-002,ArtifactVersion,FE-001/FE-002,project,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-PRJ-003,ArtifactGraph,FE-001/FE-002,project,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-PRJ-004,Project Archive Import,FE-001/FE-002,project,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-PRJ-005,Unbound/empty Project,FE-001/FE-002,project,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-PRJ-006,Project Collection/Labels,FE-001/FE-002,project,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-PRJ-007,Project Clone Plan,FE-001/FE-002,project,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-PRJ-008,Repository Import Adapter,FE-001/FE-002,project,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-PRJ-009,Builder Migration Adapter,FE-001/FE-002,project,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-PRJ-010,Design Import Adapter,FE-001/FE-002,project,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-PRJ-011,Deployment-to-Repo Import Helper,FE-001/FE-002,project,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-PRJ-012,RepositoryBinding import,FE-001/FE-002,project,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-PRJ-013,Artifact,FE-001/FE-002,project,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-PRJ-014,ProjectCapabilityProfile,FE-001/FE-002,project,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-PRJ-015,Project,FE-001/FE-002,project,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-PRJ-016,Project Profile,FE-001/FE-002,project,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-PRJ-017,Typed Artifact Graph,FE-001/FE-002,project,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-AGT-001,Agent delegation,FE-003,execution/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-AGT-002,Generic agent UI event adapter,FE-003,execution/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-AGT-003,Agent Session,FE-003,execution/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-AGT-004,AgentContextRef,FE-003,execution/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-AGT-005,Durable Task Input Queue,FE-003,execution/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-AGT-006,DiagnosticGrant,FE-003,execution/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-AGT-007,AgentEvidence,FE-003,execution/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-AGT-008,Project/Org Skills,FE-003,execution/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-AGT-009,Execution status event stream,FE-003,execution/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-AGT-010,Verification Policy Preferences,FE-003,execution/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-AGT-011,Tool capability,FE-003,execution/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-AGT-012,Agent Application Artifact,FE-003,execution/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-AGT-013,Audio Generation Provider Binding,FE-003,execution/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-AGT-014,Execution,FE-003,execution/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-AGT-015,EXECUTE mode,FE-003,execution/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
